"id","name","type","rarity","attunement","source","extra","description","price","subtype","weight","merchants"
2415,"Devotee's Censer","Weapon","rare",True,"Tasha's Cauldron of Everything 126","by a cleric or paladin","The rounded head of this flail is perforated with tiny holes, arranged in symbols and patterns. The flail counts as a holy symbol for you. When you hit with an attack using this magic flail, the target takes an extra 1d8 radiant damage. As a bonus action, you can speak the command word to cause the flail to emanate a thin cloud of incense out to 10 feet for 1 minute. At the start of each of your turns, you and any other creatures in the incense each regain 1d4 hit points. This property can't be used again until the next dawn.","2500",NULL,NULL,"smith, temple, weaponsmith"
5986,"Dimensional Loop","Wondrous Item","very rare",True,"Acquisitions Incorporated",NULL,"While attuned to this device, you have a +1 bonus to Strength saving throws. and you have darkvision out to a range of 60 feet. If you already have darkvision, its range increases by 30 feet. Dimensional Cloak. As a bonus action, you send your body out of phase with the material world for 1 minute, granting you advantage on Dexterity (Stealth) checks made to hide, and imposing disadvantage on attack rolls against you. Once you use this feature of the dimensional loop, it cannot be used again until the next dawn. Fold Space. Choose a space you can see within 60 feet of you (no action required). You treat that space as if it were within 5 feet of you until the end of your turn. This allows you to move immediately to that space without provoking opportunity attacks, or to interact with objects or creatures in that space as though they were next to you (including allowing you to make melee attacks into that space). Once you use this feature of the dimensional loop, it cannot be used again until the next dawn. Part of a Whole. While this component is not installed in the Orrery of the Wanderer, its magic might function sporadically or with unpredictable side effects, as determined by the DM.","27000",NULL,NULL,"wizard"
2462,"Dimensional Shackles","Wondrous Item","rare",False,"Dungeon Master's Guide 165",NULL,"You can use an action to place these shackles on an incapacitated creature. The shackles adjust to fit a creature of Small to Large size. In addition to serving as mundane manacles, the shackles prevent a creature bound by them from using any method of extradimensional movement, including teleportation or travel to a different plane of existence. They don't prevent the creature from passing through an interdimensional portal. You and any creature you designate when you use the shackles can use an action to remove them. Once every 30 days, the bound creature can make a DC 30 Strength (Athletics) check. On a success, the creature breaks free and destroys the shackles.","3000",NULL,NULL,"wizard"
5987,"Dispelling Stone","Wondrous Item","very rare",False,"Explorer's Guide to Wildemount",NULL,"This smooth, rainbow-colored, egg-shaped stone can be thrown up to 30 feet and explodes in a 10-foot-radius sphere of magical energy on impact, destroying the stone. Any active spell of 5th level or lower in the sphere ends.","27000",NULL,NULL,"concealer, wizard"
5806,"Docent","Wondrous Item","rare",True,"Eberron: Rising from the Last War","by a warforged","A docent is a small metal sphere, about 2 inches across, studded with dragonshards. To attune to a docent, you must embed the item somewhere on your body, such as your chest or your eye socket. Sentience. A docent is a sentient item of any alignment with an Intelligence of 16, a Wisdom of 14, and a Charisma of 14. It perceives the world through your senses. It communicates telepathically with you and can speak, read, and understand any language it knows (see ""Random Properties"" below). Life Support. Whenever you end your turn with 0 hit points, the docent can make a Wisdom (Medicine) check with a +6 bonus. If this check succeeds, the docent stabilizes you. Random Properties. A docent has the following properties: Languages. The docent knows Common, Giant, and 1d4 additional languages chosen by the DM. If a docent knows fewer than six languages, it can learn a new language after it hears or reads the language through your senses. Skills. The docent has a +7 bonus to one of the following skills (roll a d4): (1) Arcana, (2) History, (3) Investigation, or (4) Nature. Spells. The docent knows one of the following spells and can cast it at will, requiring no components (roll a d6): (1-2) Detect Evil and Good or (3-6) Detect Magic. The docent decides when to cast the spell. Personality. A docent is designed to advise and assist the warforged it's attached to. One of the simple functions of a docent is to serve as a translator. The docent's properties are under its control, and if you have a bad relationship with your docent, it might refuse to assist you.","2500",NULL,NULL,"wizard"
2672,"Draakhorn","Wondrous item","artifact",True,"The Rise of Tiamat 93",NULL,"The Draakhorn was a gift from Tiamat in the war between dragons and giants. It was once the horn of her ancient red dragon consort, Ephelomon, that she gave to dragonkind to help them in their war against the giants. The Draakhorn is a signaling device, and it is so large that it requires two Medium creatures (or one Large or larger) to hold it while a third creature sounds it, making the earth resonate to its call. The horn has been blasted with fire into a dark ebony hue and is wrapped in bands of bronze with draconic runes that glow with purple eldritch fire.

The low, moaning drone of the Draakhorn discomfits normal animals within a few miles, and it alerts all dragons within two thousand miles to rise and be wary, for great danger is at hand. Coded blasts were once used to signal specific messages. Knowledge of those codes has been lost to the ages.

Those with knowledge of the Draakhorn’s history know that it was first built to signal danger to chromatic dragons —- a purpose the Cult of the Dragon has corrupted to call chromatic dragons to the Well of Dragons from across the North.

While the horn is sounding, a creature must make a DC 15 Constitution saving throw the first time on a turn the creature enters a 150-foot cone in front of the horn or starts its turn there. On a failed save, the creature takes 27 (6d8) thunder damage and is knocked prone. On a successful save, the creature takes half damage and isn’t knocked prone. The horn can’t be turned or aimed at a specific target.",NULL,NULL,NULL,NULL
5625,"Dragon's Wrath Weapon","Weapon","uncommon",True,"Fizban's Treasury of Dragons",NULL,"This weapon is decorated with dragon heads, claws, wings, scales, or Draconic letters. When it steeps in a dragon's hoard, it absorbs the energy of the dragon's breath weapon and deals damage of that type with its special properties. Slumbering (Uncommon). Whenever you roll a 20 on your attack roll with this weapon, each creature of your choice within 5 feet of the target takes 5 damage of the type dealt by the dragon's breath weapon. Stirring (Rare). The Stirring weapon has the Slumbering property. In addition, you gain a +1 bonus to attack and damage rolls made using the weapon. On a hit, the weapon deals an extra 1d6 damage of the type dealt by the dragon's breath weapon. Wakened (Very Rare). The Wakened weapon has the Slumbering property, and it improves on the Stirring property. The bonus to attack and damage rolls increases to +2, and the extra damage dealt by the weapon increases to 2d6. As an action, you can unleash a 30-foot cone of destructive energy from the weapon. Each creature in that area must make a DC 16 Dexterity saving throw, taking 8d6 damage of the type dealt by the dragon's breath weapon on a failed save, or half as much damage on a successful one. Once this action is used, it can't be used again until the next dawn. Ascendant (Legendary). The Ascendant weapon has the Slumbering property, and it improves on the Stirring and Wakened properties. The bonus to attack and damage rolls increases to +3, and the extra damage dealt by the weapon increases to 3d6. The cone of destructive energy the weapon creates increases to a 60-foot cone, the save DC increases to 18, and the damage increases to 12d6.","300",NULL,NULL,"general, smith, weaponsmith"
5626,"Dragon-Touched Focus","Wondrous Item","uncommon",True,"Fizban's Treasury of Dragons",NULL,"This wondrous item can be a scepter, an orb, an amulet, a crystal, or another finely crafted object. It typically incorporates imagery of dragons' wings, claws, teeth, or scales. Slumbering (Uncommon). You have advantage on initiative rolls. While you are holding the focus, it can function as a spellcasting focus for all your spells. Stirring (Rare). The Stirring focus has the Slumbering property, and it gains an additional property determined by the family of the dragon in whose hoard it became Stirring: Chromatic. Whenever you use a spell slot to cast a spell that deals acid, cold, fire, lightning, or poison damage, roll a d6, and you gain a bonus equal to the number rolled to one of the spell's damage rolls. Gem. Whenever you use a spell slot to cast a spell, you can immediately teleport to an unoccupied space you can see within 15 feet of you. Metallic. When a creature you can see within 30 feet of you makes a saving throw, you can use your reaction to give that creature advantage on the saving throw. Wakened (Very Rare). The Wakened focus has the Slumbering and Stirring properties, and while you are holding a Wakened focus, you can use it to cast certain spells. Once the item is used to cast a given spell, it can't be used to cast that spell again until the next dawn. The spells are determined by the family of the dragon in whose hoard it became Wakened. Chromatic. Hold Monster, Rime's Binding Ice Gem. Rary's Telepathic Bond, Raulothim's Psychic Lance Metallic. Fizban's Platinum Shield, Legend Lore Ascendant (Legendary). The Ascendant focus has the Slumbering, Stirring, and Wakened properties. In addition, when you cast a spell of 1st level or higher while holding this focus, you can treat the spell as if it were cast using a 9th-level spell slot. Once this property is used, it can't be used again until the next dawn.","300",NULL,NULL,"general, jeweller"
6107,"Dragon Mask","Wondrous Item","legendary",True,"Tyranny of Dragons",NULL,"Each dragon mask is a legendary wondrous item that reshapes to fit the face and head of a wearer attuned to it. While you are wearing any dragon mask and attuned to it, you gain the following benefits. Damage Absorption. You have resistance against the mask's damage type. If you already have resistance to that damage type from another source, you instead have immunity to that damage type. If you already have immunity to that damage type from another source, whenever you are subjected to damage of that type, you take none of that damage and regain a number of hit points equal to half the damage dealt of that type. Draconic Majesty. While you are wearing no armor, you can add your Charisma bonus to your Armor Class. Dragon Breath. If you have a breath weapon that requires rest to recharge, it gains a recharge of 6. Dragon Sight. You gain darkvision out to 60 feet, or to an additional 60 feet if you already have that sense. Once per day, you can gain blindsight out to 30 feet for 5 minutes. Dragon Tongue. You can speak and understand Draconic. You also have advantage on any Charisma check you make against dragons that share the mask's color. Legendary Resistance (1/Day). If you fail a saving throw, you can choose to succeed instead. Black Dragon Mask This horned mask of glossy ebony has a skull-like mien. Its damage type is acid. While you wear the mask, you gain the following benefit, in addition to those the dragon masks share. Water Breathing. You can breathe underwater. Blue Dragon Mask This mask of glossy azure has spikes around its edges and a ridged horn in its center. Its damage type is lightning. While you wear the mask, you gain the following benefit, in addition to those the dragon masks share. Lingering Shock. If you deal lightning damage to a creature, it can't take reactions until its next turn. Green Dragon Mask This mottled green mask is surmounted by a frilled crest and has leathery spiked plates along its jaw. Its damage type is poison. While you wear the mask, you gain the following benefit, in addition to those the dragon masks share. Water Breathing. You can breathe underwater. Red Dragon Mask This mask of glossy crimson has swept-back horns and spiked cheek ridges. Its damage type is fire. While you wear the mask, you gain the following benefit, in addition to those the dragon masks share. Dragon Fire. If you deal fire damage to a creature or flammable object, it starts burning. At the start of each of its turns, a creature burning in this way takes 1d6 fire damage. A creature that can reach the burning target can use an action to extinguish the fire. White Dragon Mask This gleaming mask is white with highlights of pale blue and is topped by a spined crest. Its damage type is cold. While you wear the mask, you gain the following benefit, in addition to those the dragon masks share. Winter's Fury. While your current hit points are equal to or less than half your hit point maximum, you deal an extra 1d8 cold damage with your melee attacks.","75000",NULL,NULL,NULL
2382,"Dragon Scale Mail","Armor","very rare",True,"Dungeon Master's Guide 165","scale mail","Dragon scale mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them to humanoids. Other times, hunters carefully skin and preserve the hide of a dead dragon. In either case, dragon scale mail is highly valued. While wearing this armor, you gain a +1 bonus to AC, you have advantage on saving throws against the Frightful Presence and breath weapons of dragons, and you have resistance to one damage type that is determined by the kind of dragon that provided the scales (see the table). Additionally, you can focus your senses as an action to magically discern the distance and direction to the closest dragon within 30 miles of you that is of the same type as the armor. This special action can't be used again until the next dawn. Dragon Resistance Dragon Resistance Black Acid Gold Fire Blue Lightning Green Poison Brass Fire Red Fire Bronze Lightning Silver Cold Copper Acid White Cold","4000","any sword",NULL,"armorer, smith"
2422,"Dragon Slayer","Weapon","rare",False,"Dungeon Master's Guide 166","any sword","You gain a +1 bonus to attack and damage rolls made with this magic weapon. When you hit a dragon with this weapon, the dragon takes an extra 3d6 damage of the weapon's type. For the purpose of this weapon, ""dragon"" refers to any creature with the dragon type, including dragon turtles and wyverns.","8000",NULL,NULL,"smith, weaponsmith"
5623,"Dragon Vessel","Wondrous Item","uncommon",True,"Fizban's Treasury of Dragons",NULL,"This vessel can be a potion bottle, drinking horn, or other container meant to hold a liquid. Slumbering (Uncommon). As a bonus action, if the vessel is empty, you can speak the command word to fill the vessel with one of the following (your choice): Ale, Olive Oil, a Potion of Healing, or a Potion of Climbing. Once this property is used, it can't be used until the next dawn. A potion you create in this way loses its magical properties if it isn't imbibed within 24 hours. Stirring (Rare). In addition to the options for a Slumbering vessel, you can fill a Stirring vessel with Mead, a Potion of Fire Breath, or a Greater Potion of Healing. Wakened (Very Rare). In addition to the options for a Slumbering or Stirring vessel, you can fill a Wakened vessel with Wine, a Potion of Flying, or a Superior Potion of Healing. Ascendant (Legendary). In addition to the options for other states, you can fill an Ascendant vessel with Whiskey, a Supreme Potion of Healing, or a Potion of Dragon's Majesty.","300",NULL,NULL,"general"
3214,"Dragon Wing Bow","Weapon","rare",True,"Dungeon Master's Guide 171",NULL,"The limb tips of this magic bow are shaped like a dragon’s wings, and the weapon is infused with the essence of a chromatic, gem, or metallic dragon’s breath. When you hit with an attack roll using this magic bow, the target takes an extra 1d6 damage of the same type as the breath infused in the bow—acid, cold, fire, force, lightning, necrotic, poison, psychic, radiant, or thunder.

If you load no ammunition in the weapon, it produces its own, automatically creating one piece of magic ammunition when you pull back the string. The ammunition created by the bow vanishes the instant after it hits or misses a target.","2500","any bow","2","smith, weaponsmith"
3215,"Dragonhide Belt +1","Wondrous Item","uncommon",True,"Dungeon Master's Guide 171",NULL,"This finely detailed belt is made of dragonhide. While wearing it, you gain a bonus to the saving throw DCs of your ki features. The bonus is determined by the belt’s rarity. In addition, you can use an action to regain ki points equal to a roll of your Martial Arts die. You can’t use this action again until the next dawn.","1000",NULL,"2","general"
3216,"Dragonhide Belt +2","Wondrous Item","rare",True,"Dungeon Master's Guide 171",NULL,"This finely detailed belt is made of dragonhide. While wearing it, you gain a bonus to the saving throw DCs of your ki features. The bonus is determined by the belt’s rarity. In addition, you can use an action to regain ki points equal to a roll of your Martial Arts die. You can’t use this action again until the next dawn.","14000",NULL,"2","wizard"
3217,"Dragonhide Belt +3","Wondrous Item","very rare",True,"Dungeon Master's Guide 172",NULL,"This finely detailed belt is made of dragonhide. While wearing it, you gain a bonus to the saving throw DCs of your ki features. The bonus is determined by the belt’s rarity. In addition, you can use an action to regain ki points equal to a roll of your Martial Arts die. You can’t use this action again until the next dawn.","120000",NULL,"2","wizard"
3218,"Dragonlance","Weapon","legendary",True,"Dungeon Master's Guide 172",NULL,"A dragonlance is a renowned weapon forged from rare metal with the aid of powerful artifacts. On Krynn, its creation is associated with the god Paladine and legendary heroes who fought against the evil of the Dragon Queen. Different lances are forged for use by foot soldiers (as pikes) and by riders (as lances), but the magical properties of the weapons are the same.

You gain a +3 bonus to attack and damage rolls made with this magic weapon.

When you hit a Dragon with this weapon, the Dragon takes an extra 3d6 force damage, and any Dragon of your choice that you can see within 30 feet of you can immediately use its reaction to make a melee attack.","75000","lance or pike","2",NULL
6111,"Dragonstaff of Ahghairon","Staff","legendary",True,"Waterdeep: Dragon Heist",NULL,"While holding the Dragonstaff of Ahghairon, you have advantage on saving throws against the spells and breath weapons of dragons, as well as the breath weapons of other creatures of the dragon type (such as dragon turtles). A creature of the dragon type that you touch with the staff can move through the city of Waterdeep, ignoring Ahghairon's dragonward. This effect lasts until the creature is touched again by the staff or until a time you proclaim when you confer the benefit. The staff has 10 charges. While holding it, you can expend 1 charge as an action to cast the Command spell. If you target a dragon with this casting, the dragon has disadvantage on its saving throw. The staff regains 1d10 charges daily al dawn.","75000",NULL,NULL,NULL
5812,"Dragontooth Dagger","Weapon","rare",False,"Tyranny of Dragons",NULL,"A dagger fashioned from the tooth of a dragon. While the blade is obviously a fang or predator's tooth, the handle is leather wrapped around the root of the tooth, and there is no cross-guard. You gain a +1 bonus to attack rolls and damage rolls you make with this weapon. On a hit with this weapon, the target takes an extra 1d6 acid damage. Draconic Potency. Against enemies of the Cult of the Dragon, the dagger's bonus to attack rolls and damage rolls increases to +2, and the extra acid damage increases to 2d6.","2500",NULL,NULL,"concealer, smith, weaponsmith"
2570,"Dread Helm","Wondrous Item","common",False,"Xanathar's Guide to Everything 137",NULL,"This fearsome steel helm makes your eyes glow red while you wear it.","75",NULL,NULL,"general"
2466,"Driftglobe","Wondrous Item","uncommon",False,"Dungeon Master's Guide 166",NULL,"This small sphere of thick glass weighs 1 pound. If you are within 60 feet of it, you can speak its command word and cause it to emanate the Light or Daylight spell. Once used, the Daylight effect can't be used again until the next dawn. Light Daylight You can speak another command word as an action to make the illuminated globe rise into the air and float no more than 5 feet off the ground. The globe hovers in this way until you or another creature grasps it. If you move more than 60 feet from the hovering globe, it follows you until it is within 60 feet of you. It takes the shortest route to do so. If prevented from moving, the globe sinks gently to the ground and becomes inactive, and its light winks out.","750",NULL,NULL,"general"
6113,"Drown","Weapon","legendary",True,"Princes of the Apocalypse",NULL,"A steel trident decorated with bronze barnacles along the upper part of its haft, Drown has a sea-green jewel just below the tines and a silver shell at the end of its haft. It floats on the surface if dropped onto water, and it floats in place if it is released underwater. The trident is always cool to the touch, and it is immune to any damage due to exposure to water. Drown contains a spark of Olhydra, the Princess of Evil Water. You gain a +1 bonus to attack and damage rolls you make with this magic weapon. When you hit with it, the targets takes an extra 1d8 cold damage. Water Mastery. You gain the following benefits while you hold Drown: • You can speak Aquan fluently. • You have resistance to cold damage. • You can cast Dominate Monster (save DC 17) on a water elemental. Once you have done so, Drown can't be used this way again until the next dawn. Tears of Endless Anguish. While inside a water node, you can perform a ritual called the Tears of Endless Anguish, using Drown to create a devastation orb of water (see the Devastation Orb description for the time and cost of the ritual). Once you perform the ritual, Drown can't be used to perform the ritual again until the next dawn. Flaw. Drown makes its wielder covetous. While attuned to the weapon, you gain the following flaw: “I demand and deserve the largest share of the spoils, and I refuse to part with anything that's mine.” In addition, if you are attuned to Drown for 24 consecutive hours, barnacles form on your skin. The barnacles can be removed with a Greater Restoration spell or similar magic, but not while you are attuned to the weapon.","75000",NULL,NULL,NULL
2582,"Duplicitous Manuscript","Wondrous Item","rare",True,"Tasha's Cauldron of Everything 126","by a wizard","To you, this book is a magical spellbook. To anyone else, the book appears to be a volume of verbose romance fiction. As an action, you can change the book's appearance and alter the plot of the romance. When found, the book contains the following spells: Hallucinatory Terrain, Major Image, Mirror Image, Mislead, Nystul's Magic Aura, Phantasmal Force, and Silent Image. It functions as a spellbook for you. Hallucinatory Terrain Major Image Mirror Image Mislead Nystul's Magic Aura Phantasmal Force Silent Image While you are holding the book, you can use it as a spellcasting focus for your wizard spells. The book has 3 charges, and it regains 1d3 expended charges daily at dawn. You can use the charges in the following ways while holding it: If you spend 1 minute studying the book, you can expend 1 charge to replace one of your prepared wizard spells with a different spell in the book. The new spell must be of the illusion school. When a creature you can see makes an Intelligence (Investigation) check to discern the true nature of an illusion spell you cast, or makes a saving throw against an illusion spell you cast, you can use your reaction and expend 1 charge to impose disadvantage on the roll. If you spend 1 minute studying the book, you can expend 1 charge to replace one of your prepared wizard spells with a different spell in the book. The new spell must be of the illusion school. When a creature you can see makes an Intelligence (Investigation) check to discern the true nature of an illusion spell you cast, or makes a saving throw against an illusion spell you cast, you can use your reaction and expend 1 charge to impose disadvantage on the roll.","2500",NULL,NULL,"wizard"
5993,"Duskcrusher","Weapon","very rare",True,"Explorer's Guide to Wildemount",NULL,"This item takes the form of a leather-wrapped metal rod emblazoned with the symbol of Pelor, the Dawn Father. While grasping the rod, you can use a bonus action to cause a warhammer head of crackling radiance to spring into existence. The warhammer's radiant head emits bright light in a 15-foot radius and dim light for an additional 15 feet. The light is sunlight. You can use an action to make the radiant head disappear. While the radiant head is active, you gain a +2 bonus to attack and damage rolls made with this magic weapon, and attacks with the weapon deal radiant damage instead of bludgeoning damage. An undead creature hit by the weapon takes an extra 1d8 radiant damage. While you are holding Duskcrusher and its radiant head is active, you can use an action to cast the Sunbeam spell (save DC 15) from the weapon, and this action can't be used again until the next dawn.","27000","rod",NULL,"smith, weaponsmith"
3221,"Dust of Corrosion","Wondrous Item","uncommon",False,"Dungeon Master's Guide 172",NULL,"As an action, you can throw this dust into the air, filling a 10-foot cube that extends out from you. Surfaces and objects made of nonmagical ferrous metal in the area instantly corrode and turn to dust, becoming useless and unsalvageable. Any creature in the area that is made wholly or partly out of ferrous metal must make a DC 13 Constitution saving throw, taking 4d8 necrotic damage on a failed save, or half as much damage on a successful one.

Found in a small packet, this dust is made from finely ground rust monster antennae. There is enough dust in each packet for one use.","300",NULL,"1","general"
3222,"Dust of De-Appearance","Wondrous Item","common",False,"Dungeon Master's Guide 172",NULL,"Can make things invisible, but wears off if the object moves, is moved, or even wiggles a bit. Best used on inanimate objects or people who can hold really, really, still.","25",NULL,"1","general"
5629,"Dust of Deliciousness","Wondrous Item","uncommon",False,"Explorer's Guide to Wildemount",NULL,"This reddish brown dust can be sprinkled over any edible substance to greatly improve the flavor. The dust also dulls the eater's senses: anyone eating food treated with this dust has disadvantage on Wisdom ability checks and Wisdom saving throws for 1 hour. There is enough dust to flavor six servings.","300",NULL,NULL,"general"
2218,"Dust of Disappearance","Wondrous Item","uncommon",False,"Dungeon Master's Guide 166",NULL,"Found in a small packet, this powder resembles very fine sand. There is enough of it for one use. When you use an action to throw the dust into the air, you and each creature and object within 10 feet of you become invisible for 2d4 minutes. The duration is the same for all subjects, and the dust is consumed when its magic takes effect. If a creature affected by the dust attacks or casts a spell, the invisibility ends for that creature.","300",NULL,NULL,"general"
2408,"Dust of Dryness","Wondrous Item","uncommon",False,"Dungeon Master's Guide 166",NULL,"This small packet contains 1d6 + 4 pinches of dust. You can use an action to sprinkle a pinch of it over water. The dust turns a cube of water 15 feet on a side into one marble-sized pellet, which floats or rests near where the dust was sprinkled. The pellet's weight is negligible. Someone can use an action to smash the pellet against a hard surface, causing the pellet to shatter and release the water the dust absorbed. Doing so ends that pellet's magic. An elemental composed mostly of water that is exposed to a pinch of the dust must make a DC 13 Constitution saving throw, taking 10d6 necrotic damage on a failed save, or half as much damage on a successful one.","120","maul",NULL,"general"
2639,"Dust of Sneezing and Choking","Wondrous Item","uncommon",False,"Dungeon Master's Guide 166",NULL,"Found in a small container, this powder resembles very fine sand. It appears to be dust of disappearance, and an identify spell reveals it to be such. There is enough of it for one use. When you use an action to throw a handful of the dust into the air, you and each creature that needs to breathe within 30 feet of you must succeed on a DC 15 Constitution saving throw or become unable to breathe, while sneezing uncontrollably. A creature affected in this way is incapacitated and suffocating. As long as it is conscious, a creature can repeat the saving throw at the end of each of its turns, ending the effect on it on a success. The lesser restoration spell can also end the effect on a creature. . Dwarven Plate Armor (plate), very rare While wearing this armor, you gain a +2 bonus to AC. In addition, if an effect moves you against your will along the ground, you can use your reaction to reduce the distance you are moved by up to 10 feet.","480",NULL,NULL,"general"
2487,"Dwarven Plate","Armor","very rare",False,"Dungeon Master's Guide 167",NULL,"While wearing this armor, you gain a +2 bonus to AC. In addition, if an effect moves you against your will along the ground, you can use your reaction to reduce the distance you are moved by up to 10 feet.

Plate consists of shaped, interlocking metal plates to cover the entire body. A suit of plate includes gauntlets, heavy leather boots, a visored helmet, and thick layers of padding underneath the armor. Buckles and straps distribute the weight over the body.","9000","plate",NULL,"armorer, smith"
2595,"Dwarven Thrower","Weapon","very rare",True,"Dungeon Master's Guide 167","dwarf","You gain a +3 bonus to attack and damage rolls made with this magic weapon. It has the thrown property with a normal range of 20 feet and a long range of 60 feet. When you hit with a ranged attack using this weapon, it deals an extra 1d8 damage or, if the target is a giant, 2d8 damage. Immediately after the attack, the weapon flies back to your hand.","18000","warhammer",NULL,"smith, weaponsmith"
5996,"Dyrrn's Tentacle Whip","Weapon","very rare",True,"Eberron: Rising from the Last War",NULL,"This long, whip-like strand of tough muscle bears a sharp stinger at one end. To attune to this symbiotic weapon, you wrap the whip around your wrist for the entire attunement period, during which time the whip painfully embeds its tendrils into your arm. You gain a +2 bonus to attack and damage rolls made with this magic whip, but attack rolls made against aberrations with this weapon have disadvantage. A creature hit by this weapon takes an extra 1d6 psychic damage. When you roll a 20 on the d20 for an attack roll with this weapon, the target is stunned until the end of its next turn. As a bonus action, you can sheathe the whip by causing it to retract into your arm, or draw the whip out of your arm again. Symbiotic Nature. The whip can't be removed from you while you're attuned to it, and you can't voluntarily end your attunement to it. If you're targeted by a spell that ends a curse, your attunement to the whip ends, and it detaches from you.","27000",NULL,NULL,"smith, weaponsmith"
5815,"Eagle Whistle","Wondrous Item","rare",False,"Tales from the Yawning Portal",NULL,"While you blow an Eagle Whistle continuously, you can fly twice as fast as your walking speed. You can blow the whistle continuously for a number of rounds equal to 5 + five times your Constitution modifier (minimum of 1 round) or until you talk, hold your breath, or start suffocating. A use of the whistle also ends if you land. If you are aloft when you stop blowing the whistle, you fall. The whistle has three uses. It regains expended uses daily at dawn.","2500",NULL,NULL,"wizard"
2443,"Ear Horn of Hearing","Wondrous Item","common",False,"Xanathar's Guide to Everything 137",NULL,"While held up to your ear, this horn suppresses the effects of the deafened condition on you, allowing you to hear normally.","75",NULL,NULL,"general"
5521,"Earring of Message","Wondrous Item","common",False,"Critical Role: Call of the Netherdeep",NULL,"The blue crystal of this earring is wrapped with delicate copper wire. The earring has 5 charges. While wearing it, you can use an action to expend 1 charge and cast the Message spell. The earring regains 1d4 + 1 expended charges daily at dawn.","75",NULL,NULL,"general"
5633,"Earworm","Wondrous Item","uncommon",True,"Eberron: Rising from the Last War",NULL,"To attune to this symbiont, you must hold it against the skin behind your ear for the entire attunement period, whereupon it burrows into your head and bonds to your skull. While the earworm is inside you, you can speak, read, and write Deep Speech. Spells. The earworm has 4 charges. You can cast the following spells from it, expending the necessary number of charges (spell save DC 15): Detect Thoughts (2 charges) or Dissonant Whispers (1 charge). Each time you use the earworm to cast the Detect Thought spell, it sends the information gleaned to the nearest daelkyr, or to the next nearest earworm until it reaches a daelkyr. The earworm regains 1d4 expended charges daily at dawn. Symbiotic Nature. The earworm can't be removed from you while you're attuned to it, and you can't voluntarily end your attunement to it. If you're targeted by a spell that ends a curse, your attunement to the earworm ends, and it exits your body.","300",NULL,NULL,"general"
2286,"Efreeti Bottle","Wondrous Item","very rare",False,"Dungeon Master's Guide 167",NULL,"This painted brass bottle weighs 1 pound. When you use an action to remove the stopper, a cloud of thick smoke flows out of the bottle. At the end of your turn, the smoke disappears with a flash of harmless fire, and an efreeti appears in an unoccupied space within 30 feet of you. The first time the bottle is opened, the GM rolls to determine what happens. d100 Effect 01-10 The efreeti attacks you. After fighting for 5 rounds, the efreeti disappears, and the bottle loses its magic. 11-90 The efreeti serves you for 1 hour, doing as you command. Then the efreeti returns to the bottle, and a new stopper contains it. The stopper can't be removed for 24 hours. The next two times the bottle is opened, the same effect occurs. If the bottle is opened a fourth time, the efreeti escapes and disappears, and the bottle loses its magic. 91-00 The efreeti can cast the wish spell three times for you. It disappears when it grants the final wish or after 1 hourr, and the bottle loses its magic.","27000",NULL,NULL,"wizard"
2416,"Efreeti Chain","Armor","legendary",True,"Dungeon Master's Guide 167",NULL,"While wearing this armor, you gain a +3 bonus to AC, you are immune to fire damage, and you can understand and speak Primordial. In addition, you can stand on and walk across molten rock as if it were solid ground.","20000","chain mail",NULL,NULL
2316,"Eldritch Claw Tattoo","Wondrous Item","uncommon",True,"Tasha's Cauldron of Everything 126",NULL,"Produced by a special needle, this magic tattoo depicts clawlike forms and other jagged shapes. Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin. Tattoo Attunement. If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space. Magical Strikes. While the tattoo is on your skin, your unarmed strikes are considered magical for the purpose of overcoming immunity and resistance to nonmagical attacks, and you gain a +1 bonus to attack and damage rolls with unarmed strikes. Magical Strikes. Eldritch Maul. As a bonus action, you can empower the tattoo for 1 minute. For the duration, each of your melee attacks with a weapon or an unarmed strike can reach a target up to 15 feet away from you, as inky tendrils launch toward the target. In addition, your melee attacks deal an extra 1d6 force damage on a hit. Once used, this bonus action can't be used again until the next dawn. Eldritch Maul.","300",NULL,NULL,"concealer, general"
3231,"Eldritch Staff","Weapon","very rare",True,"Dungeon Master's Guide 174",NULL,"This staff can be wielded as a magic quarterstaff that grants a +1 bonus to attack and damage rolls.

The staff has 10 charges and regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff is destroyed in an otherwise harmless burst of eldritch energy.

Eldritch Attack. When you hit with a melee attack using the staff, you can expend up to 3 of its charges. For each charge you expend, the target takes an extra 1d8 lightning damage.

Eldritch Escape. If you take damage while holding the staff, you can use your reaction to expend 3 of the staff's charges, whereupon you turn invisible and teleport yourself, along with any equipment you are wearing or carrying, up to 60 feet to an unoccupied space that you can see. You remain invisible until the start of your next turn or until you attack, cast a spell, or deal damage.","27000","staff","4","smith, weaponsmith, wizard"
